varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
test_acc,numpy.mean,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
self._data,numpy.hstack,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
self._data,numpy.vstack,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
au_1062bio,pandas.DataFrame,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
principalDf,pandas.DataFrame,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
au_1062bio_feature,pandas.concat,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
au_1062bio,pandas.merge,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
Epsilon,numpy.arange,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
"y_true,y_pred",numpy.array,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
var,numpy.cumsum,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
ssres,numpy.sum,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
sstot,numpy.sum,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
f_test,numpy.var,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
tsne,sklearn.manifold.TSNE,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
clf,sklearn.svm.SVR,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
mlp,sklearn.neural_network.MLPRegressor,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
pca,sklearn.decomposition.PCA,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
pca,sklearn.decomposition.PCA,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
regr,sklearn.ensemble.RandomForestRegressor,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
scale,sklearn.preprocessing.StandardScaler,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
scale,sklearn.preprocessing.StandardScaler,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
rmse,math.sqrt,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
training_loss,math.sqrt,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
AUC,scipy.integrate.simps,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
"fig1,ax1",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_12,CLUSTER_11,CLUSTER_31,CLUSTER_9
df_1,pandas.DataFrame,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
b,numpy.unique,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
bet_number,random.randint,CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
bet,random.randint,CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
spin,random.randint,CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
food_review_total,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
df_food_review,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info_total,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info_total,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_review_total,pandas.concat,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info_total,pandas.concat,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_review_merge,pandas.merge,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_review,pandas.read_csv,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info,pandas.read_csv,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
os.chdir(default_path)countries,os.listdir,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
food_info_total,os.listdir,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
cities,os.listdir,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
emoji_pattern,re.compile,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_4
image_copy,numpy.copy,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
key_pts_copy,numpy.copy,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
key_pts_frame,pandas.read_csv,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
self.key_pts_frame,pandas.read_csv,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
fig,matplotlib.pyplot.figure,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
fig,matplotlib.pyplot.figure,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
ax,matplotlib.pyplot.subplot,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
ax,matplotlib.pyplot.subplot,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
map_reverse_n,pandas.Series,CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
map_reverse,pandas.concat,CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
train,pandas.read_csv,CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
test,pandas.read_csv,CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
kf,sklearn.model_selection.KFold,CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
district_summary_df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
per_school_summary_df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
math_scores_by_grade,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
reading_scores_by_grade,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
spending_summary_df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
size_summary_df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
type_summary_df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
"per_school_summary_df[""SpendingRanges(PerStudent)""]",pandas.cut,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
"per_school_summary_df[""SchoolSize""]",pandas.cut,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
school_data_complete_df,pandas.merge,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
school_data_df,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
student_data_df,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
english_words_counter,collections.Counter,CLUSTER_10,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
french_words_counter,collections.Counter,CLUSTER_10,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
sentences,numpy.array,CLUSTER_10,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_1
"v[""dW""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"v[""db""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"v[""dW""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"v[""db""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"s[""dW""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"s[""db""+str(l+1)]",numpy.zeros_like,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
axes,matplotlib.pyplot.gca,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
axes,matplotlib.pyplot.gca,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
axes,matplotlib.pyplot.gca,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
num_complete_minibatches,math.floor,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
trained_image,numpy.array,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
trained_label,numpy.array,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
im,numpy.array,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
self.all_weights,numpy.frombuffer,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
self.label,numpy.argmax,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
class_sort,numpy.argsort,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
size,numpy.prod,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
ax,matplotlib.pyplot.gca,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
data,matplotlib.pyplot.imread,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
image,numpy.expand_dims,CLUSTER_6,CLUSTER_7,CLUSTER_9,CLUSTER_30,CLUSTER_8
xs,numpy.array,CLUSTER_10,CLUSTER_11,CLUSTER_0,CLUSTER_0,CLUSTER_1
ys,numpy.array,CLUSTER_10,CLUSTER_11,CLUSTER_0,CLUSTER_0,CLUSTER_1
cwd,os.getcwd,CLUSTER_13,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
data1,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data2,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data3,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data1,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data2,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data3,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
data,pandas.concat,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
score,sklearn.metrics.accuracy_score,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
score,sklearn.metrics.accuracy_score,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
score,sklearn.metrics.accuracy_score,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
"trainX,testX,trainy,testy",sklearn.model_selection.train_test_split,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
"trainX,testX,trainy,testy",sklearn.model_selection.train_test_split,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
"trainX,testX,trainy,testy",sklearn.model_selection.train_test_split,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
model,sklearn.linear_model.LogisticRegression,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
model,sklearn.linear_model.LogisticRegression,CLUSTER_3,CLUSTER_10,CLUSTER_1,CLUSTER_0,CLUSTER_0
self.trees,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
self.fires,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
self.trees,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
self.fires,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
fires,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
start,datetime.datetime.now,CLUSTER_30,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
df,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_9,CLUSTER_0,CLUSTER_0
small_df,pandas.concat,CLUSTER_18,CLUSTER_9,CLUSTER_9,CLUSTER_0,CLUSTER_0
returns,numpy.dot,CLUSTER_18,CLUSTER_9,CLUSTER_9,CLUSTER_0,CLUSTER_0
max_sharpe[date],numpy.argmax,CLUSTER_18,CLUSTER_9,CLUSTER_9,CLUSTER_0,CLUSTER_0
weights/,numpy.sum,CLUSTER_18,CLUSTER_9,CLUSTER_9,CLUSTER_0,CLUSTER_0
mask,numpy.where,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
u0,numpy.ones,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,numpy.linspace,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
projection,sklearn.manifold.TSNE,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
kmeans,sklearn.cluster.KMeans,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
mask_img,numpy.array,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
df_submit,pandas.DataFrame,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
df_train,pandas.read_csv,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
df_test,pandas.read_csv,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
df_clean,pandas.DataFrame,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
features,pandas.DataFrame,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"df_clean[""date""]",pandas.to_datetime,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
mdl,sklearn.tree.DecisionTreeClassifier,CLUSTER_27,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
mismP,numpy.array,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
mismQ,numpy.array,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
mismP,numpy.array,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
mismQ,numpy.array,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
Y,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tii,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tjj,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tij,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
H,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
N,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
M,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
L,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
Y,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tii,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tjj,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tij,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tij,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
B_line,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
B_2line,numpy.zeros,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
P_Calc,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
Q_Calc,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
DP,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
DQ,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
P_Calc,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
DP,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
Q_Calc,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
DQ,numpy.zeros_like,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
DV,numpy.dot,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
d_theta,numpy.dot,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
dV,numpy.dot,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
J1,numpy.hstack,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
J2,numpy.hstack,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
B,numpy.imag,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
b,numpy.imag,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
B,numpy.imag,CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
